Varco,Data,Passaggi_24h
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/26/2016,11347
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/27/2016,11234
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/28/2016,11746
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/29/2016,11728
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/30/2016,6658
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/31/2016,5024
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/01/2016,9040
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/02/2016,9912
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/03/2016,10496
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/04/2016,11770
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/05/2016,12591
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/06/2016,7913
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/07/2016,5487
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/08/2016,11974
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/09/2016,10855
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/10/2016,11218
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/11/2016,11730
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/12/2016,12202
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/13/2016,7900
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/14/2016,6216
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/15/2016,11068
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/16/2016,11493
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/17/2016,11396
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/18/2016,11347
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/19/2016,11327
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/20/2016,8384
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/21/2016,6979
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/22/2016,11245
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/23/2016,11895
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/24/2016,10050
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/25/2016,11612
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/26/2016,10013
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/27/2016,7935
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/28/2016,6094
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/29/2016,11043
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,03/01/2016,10838
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,03/02/2016,11859
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,03/03/2016,11702
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,03/04/2016,12246
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,03/05/2016,7442
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,03/06/2016,6502
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,03/07/2016,11570
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,03/08/2016,11790
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,03/09/2016,11761
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,03/10/2016,12637
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/01/2015,10432
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/02/2015,10736
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/03/2015,7119
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/04/2015,6047
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/05/2015,10286
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/06/2015,10458
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/07/2015,9994
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/08/2015,10960
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/09/2015,10982
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/10/2015,7466
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/11/2015,6664
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/12/2015,10159
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/13/2015,10389
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/14/2015,10490
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/15/2015,10458
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/16/2015,11146
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/17/2015,7237
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/18/2015,6046
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/19/2015,9129
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/20/2015,10593
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/21/2015,10619
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/22/2015,10553
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/23/2015,11091
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/24/2015,6236
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/25/2015,6201
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/26/2015,3633
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/27/2015,8007
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/28/2015,10517
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/29/2015,10358
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/30/2015,8828
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/31/2015,5475
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/01/2015,6626
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/02/2015,9858
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/03/2015,10290
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/04/2015,10448
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/05/2015,10426
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/06/2015,11038
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/07/2015,6758
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/08/2015,5506
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/09/2015,9992
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/10/2015,9102
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/11/2015,8648
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/12/2015,8604
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/13/2015,5324
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/14/2015,5724
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/15/2015,5851
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/16/2015,8281
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/17/2015,9965
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/18/2015,8795
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/19/2015,9578
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/20/2015,10590
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/21/2015,7082
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/22/2015,5884
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/23/2015,9651
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/24/2015,9274
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/25/2015,10485
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/26/2015,10199
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/27/2015,9623
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/28/2015,7221
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/29/2015,5797
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/30/2015,10252
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/01/2015,9841
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/02/2015,3945
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/03/2015,3291
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/04/2015,4927
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/05/2015,5472
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/06/2015,4640
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/07/2015,7673
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/08/2015,3341
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/09/2015,9302
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/10/2015,7029
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/11/2015,9470
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/12/2015,5936
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/13/2015,6108
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/14/2015,10770
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/15/2015,10938
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/16/2015,10997
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/17/2015,10771
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/18/2015,11644
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/19/2015,6701
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/20/2015,5952
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/21/2015,11046
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/22/2015,11235
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/23/2015,11087
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/24/2015,7652
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/25/2015,3954
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/26/2015,1584
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/27/2015,658
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/28/2015,3411
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/29/2015,4609
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/30/2015,8226
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/31/2015,6070
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/01/2016,2321
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/02/2016,4693
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/03/2016,4895
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/04/2016,7496
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/05/2016,7795
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/06/2016,4783
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/07/2016,8801
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/08/2016,9501
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/09/2016,5964
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/10/2016,4711
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/11/2016,9497
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/12/2016,9931
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/13/2016,10191
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/14/2016,10006
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/15/2016,10627
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/16/2016,6672
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/17/2016,5521
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/18/2016,9993
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/19/2016,10304
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/20/2016,9265
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/21/2016,10132
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/22/2016,10377
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/23/2016,6774
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/24/2016,5485
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/25/2016,9791
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/26/2016,9803
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/27/2016,9909
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/28/2016,10077
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/29/2016,10241
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/30/2016,5416
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/31/2016,4345
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/01/2016,8382
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/02/2016,7703
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/03/2016,9850
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/04/2016,10400
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/05/2016,10881
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/06/2016,6684
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/07/2016,4688
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/08/2016,9828
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/09/2016,9214
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/10/2016,10203
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/11/2016,10323
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/12/2016,10311
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/13/2016,6549
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/14/2016,5305
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/15/2016,9839
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/16/2016,9828
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/17/2016,10294
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/18/2016,9786
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/19/2016,9086
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/20/2016,7005
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/21/2016,6000
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/22/2016,9806
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/23/2016,10303
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/24/2016,7621
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/25/2016,9042
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/26/2016,8014
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/27/2016,6451
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/28/2016,4878
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/29/2016,9768
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,03/01/2016,8969
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,03/02/2016,10392
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,03/03/2016,10086
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,03/04/2016,10579
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,03/05/2016,6313
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,03/06/2016,5219
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,03/07/2016,9557
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,03/08/2016,10318
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,03/09/2016,10393
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,03/10/2016,10454
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/01/2015,15957
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/02/2015,15594
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/03/2015,13160
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/04/2015,11314
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/05/2015,15421
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/06/2015,15723
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/07/2015,15897
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/08/2015,15908
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/09/2015,15942
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/10/2015,13770
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/11/2015,11862
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/12/2015,15503
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/13/2015,14866
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/14/2015,15850
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/15/2015,15858
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/16/2015,16211
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/17/2015,13759
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/18/2015,11421
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/19/2015,15631
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/20/2015,15696
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/21/2015,15837
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/22/2015,16191
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/23/2015,16119
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/24/2015,14079
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/25/2015,11923
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/26/2015,15374
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/27/2015,15439
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/28/2015,15065
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/29/2015,15870
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/30/2015,16160
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,10/31/2015,13163
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,11/01/2015,11541
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,11/02/2015,14917
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,11/03/2015,15448
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,11/04/2015,15673
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,11/05/2015,15859
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,11/06/2015,16211
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,11/07/2015,13299
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,11/08/2015,11467
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,11/09/2015,15141
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,11/10/2015,15648
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,11/11/2015,15922
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,11/12/2015,16155
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,11/13/2015,15995
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,11/14/2015,13044
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,11/15/2015,11178
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,11/16/2015,15071
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,11/17/2015,15454
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,11/18/2015,15840
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,11/19/2015,15836
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,11/20/2015,15999
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,11/21/2015,13281
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,11/22/2015,11298
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,11/23/2015,15304
S.P. ex S.S. 11 PADANA SUPERIORE (Tratto ovest) al Km 131+341 Dir. SETTIMO MILANESE,11/24/2015,15565
