Varco,Data,Passaggi_24h
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,23/06/2016,32486
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,24/06/2016,35682
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,25/06/2016,32039
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,26/06/2016,26466
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,27/06/2016,30068
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,28/06/2016,32028
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,29/06/2016,33347
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,30/06/2016,33141
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,01/04/2016,38752
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,02/04/2016,41646
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/04/2016,37524
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,04/04/2016,42473
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,05/04/2016,42885
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,06/04/2016,39690
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,07/04/2016,44516
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/04/2016,44512
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/04/2016,43551
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,10/04/2016,39185
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,11/04/2016,40834
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,12/04/2016,44677
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,13/04/2016,22730
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,14/04/2016,22695
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,15/04/2016,24290
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,16/04/2016,21288
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,17/04/2016,18088
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,18/04/2016,21562
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,19/04/2016,22404
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,20/04/2016,32701
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,21/04/2016,39729
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,22/04/2016,40127
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,23/04/2016,34354
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,24/04/2016,30727
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,25/04/2016,28180
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,26/04/2016,38545
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,27/04/2016,39164
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,28/04/2016,39944
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,29/04/2016,40128
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,30/04/2016,36756
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,01/05/2016,29625
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,02/05/2016,37943
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/05/2016,38887
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,04/05/2016,39105
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,05/05/2016,39569
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,06/05/2016,40326
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,07/05/2016,38158
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/05/2016,34949
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/05/2016,37944
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,10/05/2016,38002
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,11/05/2016,36720
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,12/05/2016,39534
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,13/05/2016,39810
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,14/05/2016,36741
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,15/05/2016,32923
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,16/05/2016,38450
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,17/05/2016,34794
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,18/05/2016,37844
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,19/05/2016,37163
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,20/05/2016,39635
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,21/05/2016,35892
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,22/05/2016,32707
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,23/05/2016,37626
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,24/05/2016,37910
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,25/05/2016,38976
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,26/05/2016,39721
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,27/05/2016,39920
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,28/05/2016,35411
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,29/05/2016,30675
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,30/05/2016,37001
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,31/05/2016,37260
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,01/06/2016,38435
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,02/06/2016,25469
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/06/2016,31908
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,04/06/2016,29137
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,05/06/2016,30307
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,06/06/2016,38744
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,07/06/2016,37328
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/06/2016,37889
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/06/2016,33975
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,10/06/2016,41263
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,11/06/2016,35237
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,12/06/2016,31282
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,13/06/2016,37765
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,14/06/2016,35212
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,15/06/2016,38569
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,16/06/2016,37047
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,17/06/2016,39756
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,18/06/2016,33971
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,19/06/2016,31255
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,20/06/2016,37933
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,21/06/2016,38105
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,22/06/2016,38092
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,23/06/2016,39107
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,24/06/2016,40687
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,25/06/2016,32466
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,26/06/2016,29801
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,27/06/2016,37065
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,28/06/2016,37707
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,29/06/2016,38597
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,30/06/2016,38647
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/04/2016,15418
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/04/2016,13412
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/04/2016,11422
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,04/04/2016,14620
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,05/04/2016,14887
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,06/04/2016,15070
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/04/2016,15220
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/04/2016,15775
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/04/2016,13456
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,10/04/2016,12046
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,11/04/2016,14438
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,12/04/2016,14837
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,13/04/2016,15447
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,14/04/2016,15471
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,15/04/2016,15668
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,16/04/2016,14088
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,17/04/2016,11866
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,18/04/2016,14597
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,19/04/2016,14887
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,20/04/2016,15376
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,21/04/2016,15103
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,22/04/2016,15509
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,23/04/2016,12099
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,24/04/2016,11016
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,25/04/2016,9823
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,26/04/2016,14772
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,27/04/2016,15055
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,28/04/2016,15166
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,29/04/2016,15587
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,30/04/2016,12785
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/05/2016,10232
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/05/2016,14779
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/05/2016,15013
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,04/05/2016,15102
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,05/05/2016,15093
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,06/05/2016,15701
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/05/2016,13681
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/05/2016,11386
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/05/2016,14475
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,10/05/2016,14831
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,11/05/2016,14482
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,12/05/2016,14629
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,13/05/2016,15178
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,14/05/2016,13443
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,15/05/2016,11676
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,16/05/2016,14058
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,17/05/2016,14351
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,18/05/2016,14473
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,19/05/2016,14197
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,20/05/2016,14969
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,21/05/2016,12827
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,22/05/2016,11592
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,23/05/2016,13822
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,24/05/2016,14252
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,25/05/2016,14706
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,26/05/2016,14387
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,27/05/2016,14969
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,28/05/2016,12752
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,29/05/2016,10667
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,30/05/2016,13790
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,31/05/2016,14423
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/06/2016,14939
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/06/2016,9331
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/06/2016,12137
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,04/06/2016,11152
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,05/06/2016,10935
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,06/06/2016,13895
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/06/2016,14388
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/06/2016,14439
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/06/2016,14518
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,10/06/2016,14828
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,11/06/2016,12733
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,12/06/2016,10988
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,13/06/2016,13934
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,14/06/2016,14050
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,15/06/2016,14056
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,16/06/2016,13720
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,17/06/2016,14142
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,18/06/2016,12185
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,19/06/2016,11072
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,20/06/2016,13272
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,21/06/2016,13808
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,22/06/2016,13732
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,23/06/2016,13868
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,24/06/2016,14106
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,25/06/2016,11467
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,26/06/2016,10070
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,27/06/2016,13301
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,28/06/2016,13811
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,29/06/2016,13845
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,30/06/2016,14045
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/04/2016,14821
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/04/2016,12974
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/04/2016,10793
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,04/04/2016,14078
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,05/04/2016,14231
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,06/04/2016,14666
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/04/2016,14820
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/04/2016,15209
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/04/2016,12999
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,10/04/2016,11818
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,11/04/2016,14227
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,12/04/2016,14635
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,13/04/2016,14820
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,14/04/2016,15095
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,15/04/2016,15356
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,16/04/2016,13338
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,17/04/2016,11352
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,18/04/2016,14036
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,19/04/2016,14324
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,20/04/2016,14312
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,21/04/2016,14428
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,22/04/2016,15090
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,23/04/2016,12235
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,24/04/2016,10458
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,25/04/2016,9311
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,26/04/2016,14201
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,27/04/2016,14324
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,28/04/2016,14630
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,29/04/2016,15094
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,30/04/2016,12904
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/05/2016,9357
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/05/2016,14369
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/05/2016,14245
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,04/05/2016,14525
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,05/05/2016,14567
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,06/05/2016,15279
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/05/2016,13318
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/05/2016,11468
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/05/2016,14024
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,10/05/2016,14183
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,11/05/2016,14075
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,12/05/2016,14360
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,13/05/2016,14865
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,14/05/2016,13078
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,15/05/2016,11205
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,16/05/2016,13808
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,17/05/2016,14189
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,18/05/2016,14342
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,19/05/2016,14522
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,20/05/2016,15199
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,21/05/2016,12828
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,22/05/2016,11309
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,23/05/2016,13754
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,24/05/2016,13711
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,25/05/2016,14673
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,26/05/2016,14554
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,27/05/2016,14787
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,28/05/2016,12638
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,29/05/2016,10378
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,30/05/2016,13858
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,31/05/2016,14379
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/06/2016,14799
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/06/2016,9368
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/06/2016,12196
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,04/06/2016,10771
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,05/06/2016,9823
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,06/06/2016,13646
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/06/2016,14087
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/06/2016,14226
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/06/2016,14651
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,10/06/2016,15064
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,11/06/2016,12820
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,12/06/2016,10730
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,13/06/2016,13717
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,14/06/2016,14016
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,15/06/2016,14240
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,16/06/2016,14608
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,17/06/2016,14524
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,18/06/2016,12473
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,19/06/2016,10179
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,20/06/2016,13578
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,21/06/2016,13825
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,22/06/2016,13972
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,23/06/2016,14176
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,24/06/2016,14561
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,25/06/2016,11915
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,26/06/2016,9832
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,27/06/2016,13447
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,28/06/2016,13955
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,29/06/2016,14220
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,30/06/2016,14505
