"dataInizio","dataFine","sindacato","settore","categoria","modalita","rilevanza","dataProclamazione","dataRicezione","nome_regione","nome_provincia","note"
"2019-12-14","2019-12-14","OSP FIT-CISL/FAISA-CISAL/UGL/CONFAIL/CILDI","Trasporto pubblico locale","PERSONALE SOC. AMTAB DI BARI","4 ORE: DALLE 20.00 ALLE 24.00","Aziendale","2019-11-16","2019-11-18 12:14:00","Puglia","Bari",""
"2019-12-12","2019-12-12","OSP FILT-CGIL/USB LAVORO PRIVATO","Trasporto pubblico locale","PERSONALE SOC. STP DI BARI","24 ORE","Aziendale","2019-11-19","2019-11-19 19:37:00","Puglia","Bari",""
"2020-02-03","2020-02-03","RSA USB LAVORO PRIVATO","Trasporto pubblico locale","PERSONALE UNITA' TECNICA COMPLESSA LAV. E MANUT. -IES BA-MT (STI/IE-LM-BA) DELLA SOC. FAL FERROVIE APPULO LUCANE DI BARI","3 ORE: DALLE 10.30 ALLE 13.30","Aziendale","2020-01-23","2020-01-23 20:22:00","Puglia","Bari",""
"2014-04-01","2014-04-01","OST FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAST FERROVIE + RSU","Trasporto pubblico locale","PERSONALE SOC. SAB DI BERGAMO","4 ORE: DALLE 16.00 ALLE 20.00","Aziendale","2014-03-21","2014-03-21 16:40:00","Lombardia","Bergamo",""
"2014-05-27","2014-05-27","OST FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAST FERROVIE + RSU","Trasporto pubblico locale","PERSONALE SOC. SAB DI BERGAMO","24 ORE","Aziendale","2014-05-15","2014-05-15 18:05:00","Lombardia","Bergamo",""
"2014-05-30","2014-05-30","OST FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAST FERROVIE + RSU","Trasporto pubblico locale","PERSONALE SOC. SAB DI BERGAMO","24 ORE","Aziendale","2014-05-23","2014-05-23 16:03:00","Lombardia","Bergamo",""
"2014-06-10","2014-06-10","OST FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAST FERROVIE + RSU","Trasporto pubblico locale","PERSONALE SOC. SAB DI BERGAMO","24 ORE","Aziendale","2014-05-28","2014-05-28 15:11:00","Lombardia","Bergamo",""
"2014-11-03","2014-11-03","OSP FAST FERROVIE","Trasporto pubblico locale","PERSONALE  SOC. ATB MOBILITA' / SERVIZI DI BERGAMO","30 MIN.: DALLE 12.00 ALLE 12.30","Aziendale","2014-10-22","2014-10-22 17:48:00","Lombardia","Bergamo",""
"2014-12-01","2014-12-01","OSP FAST FERROVIE","Trasporto pubblico locale","PERSONALE  SOC. ATB MOBILITA' / SERVIZI DI BERGAMO","30 MIN.: DALLE 12.00 ALLE 12.30","Aziendale","2014-10-29","2014-10-29 21:55:00","Lombardia","Bergamo",""
"2015-04-15","2015-04-15","OSP FAST FERROVIE","Trasporto pubblico locale","PERSONALE SOC. SAB AUTOSERVIZI DI BERGAMO","4 ORE: DALLE 16.00 ALLE 20.00","Aziendale","2015-03-18","2015-03-18 11:05:00","Lombardia","Bergamo",""
"2015-04-29","2015-04-29","OSP FAST FERROVIE","Trasporto pubblico locale","PERSONALE SOC. SAB AUTOSERVIZI DI BERGAMO","8 ORE: DALLE 16.00 A FINE SERVIZIO","Aziendale","2015-04-18","2015-04-18 06:37:00","Lombardia","Bergamo",""
"2015-11-27","2015-11-27","OST FILT-CGIL/FIT-CISL","Trasporto pubblico locale","PERSONALE SOC. LOCATELLI AUTOSERVIZI URBANO ED EXTRAURBANO DI BERGAMO","4 ORE: DALLE 16.00 ALLE 20.00","Aziendale","2015-11-17","2015-11-17 09:44:00","Lombardia","Bergamo",""
"2016-04-24","2016-04-24","OSP FILT-CGIL/FIT-CISL/UGL AUTOFERROTRANVIERI/FAISA-CISAL","Trasporto pubblico locale","PERSONALE SOC. ATB SERVIZI E MOBILITA' DI BERGAMO","3 ORE: DALLE 16.00 ALLE 19.00","Aziendale","2016-04-07","2016-04-08 11:37:00","Lombardia","Bergamo",""
"2016-10-17","2016-10-17","OSP UGL AUTOFERROTRANVIERI/FAISA-CISAL","Trasporto pubblico locale","PERSONALE SOC. AUTOSERVIZI SAB DI BERGAMO","4 ORE: DALLE 17.00 ALLE 21.00","Aziendale","2016-10-04","2016-10-04 22:35:00","Lombardia","Bergamo",""
"2016-10-21","2016-10-21","OSP UGL/FAISA-CISAL","Trasporto pubblico locale","PERSONALE SOC. SAB AUTOSERVIZI DI BERGAMO","24 ORE","Aziendale","2016-10-06","2016-10-07 12:09:00","Lombardia","Bergamo","IN ADESIONE A SCIOPERO GENERALE DEL 21 /10 DELLA O.S. USB LAVORO PRIVATO"
"2016-11-25","2016-11-25","OSP UGL AUTOFERROTRANVIERI/FAISA-CISA","Trasporto pubblico locale","PERSONALE SOC. SAB AUTOSERVIZI","24 ORE","Aziendale","2016-11-13","2016-11-14 11:26:00","Lombardia","Bergamo","ADESIONE ALLO SCIPOERO GENERALE PROCLAMATO DA SLAI-COBAS E USI"
"2017-06-16","2017-06-16","OSP UGL T.A.","Aereo","PERSONALE SOC. BGY INTERNATIONAL SERVICE PRESSO AEROPORTO DI BERGAMO ORIO AL SERIO","4 ORE: DALLE 10.00 ALLE 14.00","Locale","2017-05-18","2017-05-18 18:12:00","Lombardia","Bergamo",""
"2017-05-29","2017-05-29","OSP FAISA-CISAL","Trasporto pubblico locale","PERSONALE SOC. AUTOSERVIZI SAB DI BERGAMO","4 ORE: DALLE 17.00 ALLE 21.00","Aziendale","2017-05-19","2017-05-22 15:39:00","Lombardia","Bergamo",""
"2017-07-24","2017-07-24","OSP UGL-TA","Aereo","PERSONALE SOC. BIS BGY INTERNATIONAL SERVICE OPERANTE PRESSO L'AEROPORTO DI BERGAMO ORIO AL SERIO","24 ORE: DALLE 00.01 ALLE 23.59","Locale","2017-06-20","2017-06-20 15:24:00","Lombardia","Bergamo",""
"2017-08-05","2017-08-05","OST FILT-CGIL/FIT-CISL/UILT-UIL/FAISA-CISAL","Trasporto pubblico locale","PERSONALE SOC. AUTOSERVIZI SAB DI BERGAMO E LECCO","4 ORE: DALLE 19.00 ALLE 23.00","Aziendale","2017-07-25","2017-07-25 16:16:00","Lombardia","Bergamo",""
"2017-09-15","2017-09-15","OSP UGL-TA","Aereo","PERSONALE SOC. BIS BGY INTERNATIONAL SERVICE OPERANTE PRESSO L'AEROPORTO DI BERGAMO ORIO AL SERIO","24 ORE: DALLE 00.01 ALLE 23.59","Aziendale","2017-07-28","2017-07-28 12:18:00","Lombardia","Bergamo",""
"2017-09-12","2017-09-12","OST FILT-CGIL/FIT-CISL/UILT-UIL/FAISA-CISAL","Trasporto pubblico locale","PERSONALE SOC. AUTOSERVIZI SAB DI BERGAMO E LECCO","24 ORE","Aziendale","2017-08-28","2017-08-30 12:23:00","Lombardia","Bergamo",""
"2018-01-19","2018-01-19","OSL FILT-CGIL/FIT-CISL/UGL-TA","Aereo","PERSONALE SOC. ENAV DEL C.A. DI ORIO AL SERIO (BG)","4 ORE: DALLE 13.00 ALLE 17.00","Locale","2018-01-03","2018-01-03 15:08:00","Lombardia","Bergamo",""
"2018-03-20","2018-03-20","RSA FILT-CGIL/FIT-CISL/UGL-T.A./UNICA","Aereo","PERSONALE SOC. ENAV DEL C.A. DI ORIO AL SERIO (BG)","4 ORE: DALLE 13.00 ALLE 17.00","Locale","2018-02-19","2018-02-20 12:56:00","Lombardia","Bergamo",""
"2018-03-19","2018-03-19","RSA FILT-CGIL/FIT-CISL/UGL-TA/UNICA","Aereo","PERSONALE SOC. ENAV DEL C.A. DI ORIO AL SERIO (BG)","4 ORE: DALLE 13.00 ALLE 17.00","Locale","2018-03-02","2018-03-02 17:07:00","Lombardia","Bergamo","ESCLUSIONE DEI VOLI DA E PER L'AEROPORTO DI BARI"
"2016-11-25","2016-11-25","OSP FILT-CGIL/FIT-CISL/UILT-UIL/UGL TRASPORTI/FAISA-CISAL","Trasporto pubblico locale","PERSONALE SOC. ATAP DI BIELLA E VERCELLI","4 ORE: DALLE 15.00 ALLE 19.00","Provinciale","2016-10-26","2016-10-27 10:32:00","Piemonte","Biella","IN ADESIONE A SCIOPERO REGIONALE TPL PIEMONTE PROCLAMATO DA FILT-CGIL/FIT-CISL/UILT -UIL"
"2016-11-15","2016-11-15","OSP FILT-CGIL/FIT-CISL/UGL TRASPORTI/FAISA-CISAL","Trasporto pubblico locale","PERSONALE SOC. ATAP DI BIELLA E VERCELLI","4 ORE: DALLE 15.00 ALLE 19.00","Aziendale","2016-10-31","2016-10-31 09:55:00","Piemonte","Biella",""
"2017-01-09","2017-01-09","OSP FILT-CGIL/FIT-CISL/UGL TRASPORTI/ FAISA-CISAL","Trasporto pubblico locale","PERSONALE SOC. ATAP DI BIELLA","4 ORE: DALLE 15.00 ALLE 19.00","Aziendale","2016-12-28","2016-12-30 12:34:00","Piemonte","Biella",""
"2017-03-31","2017-03-31","OSP FILT-CGIL/FIT-CISL/UGL TRASPORTI","Trasporto pubblico locale","PERSONALE SOC. ATAP DI BIELLA E VERCELLI","24 ORE","Aziendale","2017-02-20","2017-02-21 11:58:00","Piemonte","Biella",""
"2017-05-05","2017-05-05","OSP FAISA-CISAL","Trasporto pubblico locale","PERSONALE SOC. ATAP BACINO DI BIELLA E VERCELLI","4 ORE: DALLE 15.00 ALLE 19.00","Aziendale","2017-03-29","2017-03-30 08:33:00","Piemonte","Biella",""
"2017-04-24","2017-04-24","OSP FILT-CGIL/FIT-CISL/UGL TRASPORTI","Trasporto pubblico locale","PERSONALE SOC. ATAP DI BIELLA E VERCELLI","24 ORE","Aziendale","2017-04-06","2017-04-06 16:32:00","Piemonte","Biella",""
"2017-05-26","2017-05-26","OSP FILT-CGIL/FIT-CSIL/UGL TRASPORTI ","Trasporto pubblico locale","PERSONALE SOC. ATAP DI BIELLA E VERCELLI","24 ORE","Aziendale","2017-05-05","2017-05-05 16:28:00","Piemonte","Biella",""
"2017-05-26","2017-05-26","OSP FAISA-CISAL","Trasporto pubblico locale","PERSONALE SOC. ATAP DI BIELLA E VERCELLI","24 ORE","Aziendale","2017-05-10","2017-05-10 18:21:00","Piemonte","Biella",""
"2017-06-27","2017-06-27","OSP FAISA-CISAL","Trasporto pubblico locale","PERSONALE SOC. ATAP DI BIELLA E VERCELLI","24 ORE","Aziendale","2017-06-06","2017-06-06 12:36:00","Piemonte","Biella",""
"2017-07-07","2017-07-07","OSP FAISA-CISAL","Trasporto pubblico locale","PERSONALE SOC. ATAP DI BIELLA E VERCELLI","24 ORE","Aziendale","2017-06-16","2017-06-16 10:14:00","Piemonte","Biella",""
"2017-09-11","2017-09-11","OSP FAISA-CISAL","Trasporto pubblico locale","PERSONALE SOC. ATAP DI BIELLA E VERCELLI","24 ORE","Aziendale","2017-07-10","2017-07-10 12:40:00","Piemonte","Biella",""
"2017-11-03","2017-11-03","OSP FAISA-CISAL","Trasporto pubblico locale","PERSONALE SOC. ATAP DI BIELLA E VERCELLI","24 ORE","Aziendale","2017-09-28","2017-09-28 09:29:00","Piemonte","Biella",""
"2014-04-01","2014-04-01","RSA UILT-UIL/FAISA-CISAL + RSU FILT-CGIL","Trasporto pubblico locale","PERSONALE SU GOMMA SOC. DOLOMITI BUS DI BELLUNO","8 ORE: 8.10-12.09/ 16.46-20.45","Aziendale","2014-03-21","2014-03-21 18:09:00","Veneto","Belluno",""
"2015-07-22","2015-07-22","OST FILT CGIL/FIT-CISL","Trasporto pubblico locale","PERSONALE SOC. AMTS DI BENEVENTO","4 ORE: DALLE 9.00 ALLE 13.00","Aziendale","2015-07-03","2015-07-03 12:42:00","Campania","Benevento",""
"2017-08-26","2017-08-26","OSP FILT-CGIL/FIT-CISL/UILT-UIL","Trasporto pubblico locale","PERSONALE SOC. TROTTA MOBILITY DI BENEVENTO","4 ORE: DALLE 17.30 ALLE 21.30","Aziendale","2017-08-10","2017-08-18 10:29:00","Campania","Benevento",""
"2014-04-26","2014-04-26","OST FILT-CGIL/FIT-CISL/UILT-UIL/FAISA-CISAL/UGL TRASPORTI","Trasporto pubblico locale","PERSONALE SOCC. TPER E ATC DI BOLOGNA","PERS. ESERCIZIO 4 ORE: DALLE 12.30 ALLE 16.30 - ALTRO PERS. ULTIME 4 ORE","Aziendale","2014-04-16","2014-04-16 17:17:00","Emilia-Romagna","Bologna",""
"2014-04-30","2014-04-30","COORD. PROV. USB LAVORO PRIVATO","Trasporto pubblico locale","PERSONALE AUTOMOBILISTICO SOC. TPER DI BOLOGNA","4 ORE: DALLE 9.30 ALLE 13.30","Aziendale","2014-04-16","2014-04-16 12:01:00","Emilia-Romagna","Bologna",""
"2014-04-30","2014-04-30","COORD. PROV. USB LAVORO PRIVATO","Trasporto pubblico locale","PERSONALE BIGLIETTERIE SOC. COOP. PROGETTO LAVORO C/O SOC. TPER DI BOLOGNA","4 ORE: DALLE 9.30 ALLE 13.30","Aziendale","2014-04-16","2014-04-20 11:54:00","Emilia-Romagna","Bologna",""
"2014-04-30","2014-04-30","COORD. PROV. USB LAVORO PRIVATO","Trasporto pubblico locale","PERSONALE MANUTENZIONE E TELECONTROLLO SOC. COOP. TECNOLOGIE E MOBILITA' C/O SOC. TPER DI BOLOGNA","4 ORE: DALLE 9.30 ALLE 13.30","Aziendale","2014-04-20","2014-04-20 11:54:00","Emilia-Romagna","Bologna",""
"2014-05-10","2014-05-10","OST FILT-CGIL/FIT-CISL/UILT-UIL/FAISA-CISAL/UGL TRASPORTI","Trasporto pubblico locale","PERSONALE SOCC. TPER E ATC DI BOLOGNA","PERS. ESERCIZIO 4 ORE: DALLE 12.30 ALLE 16.30 - ALTRO PERS. ULTIME 4 ORE","Aziendale","2014-04-18","2014-04-18 16:26:00","Emilia-Romagna","Bologna",""
"2014-09-27","2014-09-27","OST FILT-CGIL/FIT-CISL/UILT-UIL/UGL TRASPORTI","Aereo","PERSONALE AEROPORTUALE SOC. SAB DI BOLOGNA","4 ORE: DALLE 12.00 ALLE 16.00","Locale","2014-09-17","2014-09-17 18:52:00","Emilia-Romagna","Bologna",""
"2014-10-10","2014-10-10","OST FILT-CGIL/FIT-CISL/UILT-UIL/UGL TRASPORTI","Aereo","PERSONALE AEROPORTUALE SOC. SAB DI BOLOGNA","8 ORE: DALLE 10.00 ALLE 18.00","Locale","2014-09-30","2014-10-01 09:13:00","Emilia-Romagna","Bologna",""
"2014-10-22","2014-10-22","OST UILTUCS-UIL","Aereo","PERSONALE ADDETTO ALLA RISTORAZIONE AEROPORTO DI BOLOGNA","ULTIME 4 ORE DEL TURNO","Provinciale","2014-10-03","2014-10-06 15:34:00","Emilia-Romagna","Bologna",""
"2014-10-29","2014-10-29","OSP FILCAMS-CGIL/UILT-UIL","Aereo","PERSONALE SOC. DUSSMANN SERVICE C/O AEROPORTO DI BOLOGNA","8 ORE: DALLE 10.00 ALLE 18.00","Aziendale","2014-10-03","2014-10-03 18:02:00","Emilia-Romagna","Bologna",""
"2014-10-29","2014-10-29","OST FILT-CGIL/FIT-CISL/UILT-UIL/UGL TRASPORTI","Aereo","PERSONALE AEROPORTUALE SOC. SAB DI BOLOGNA","8 ORE: DALLE 10.00 ALLE 18.00","Locale","2014-10-03","2014-10-03 18:10:00","Emilia-Romagna","Bologna",""
"2014-11-14","2014-11-14","OST FILT-CGIL/FIT-CISL/UILT-UIL/UGL TRASPORTI","Aereo","PERSONALE AEROPORTUALE SOC. SAB DI BOLOGNA","8 ORE: DALLE 10.00 ALLE 18.00","Locale","2014-10-15","2014-10-15 17:00:00","Emilia-Romagna","Bologna",""
"2014-11-14","2014-11-14","OSP FILCAMS-CGIL/UILT-UIL","Aereo","PERSONALE SOC. DUSSMANN SERVICE C/O AEROPORTO DI BOLOGNA","8 ORE: DALLE 10.00 ALLE 18.00","Aziendale","2014-10-16","2014-11-06 11:36:00","Emilia-Romagna","Bologna",""
"2015-05-07","2015-05-07","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL TASPORTO AEREO","Aereo","PERSONALE DIPENDENTE DELL'AEROPORTO DI BOLOGNA (SOCC. SAB, MARCONI HANDLING, AVIATION SERVICES, AVIAPARTNER E SERVIZI INTEGRATI","4 ORE: DALLE 12.00 ALLE 16.00","Locale","2015-04-16","2015-04-16 13:30:00","Emilia-Romagna","Bologna",""
"2015-05-26","2015-05-27","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL-AF/FAST/ORSA","Ferroviario","PERSONALE SOC. RFI DELLE STRUTTURE DOTE, CEI E CI DELLA DTP DI BOLOGNA","8 ORE: DALLE 22.00 DEL 26/5 ALLE 6.00 DEL 27/5","Aziendale","2015-05-07","2015-05-12 18:05:00","Emilia-Romagna","Bologna",""
"2015-06-15","2015-06-16","OSR FILT-CGIL/FIT-ISL/UILT-UIL/UGL-AF/FAST/ORSA","Ferroviario","PERSONALE SOC. RFI DELLE STRUTTURE DOTE, CEI E CI DELLA DTP DI BOLOGNA","24 ORE: DALLE 21.00 DEL 15/6 ALLE 21.00 DEL 16/6","Aziendale","2015-06-04","2015-06-04 12:45:00","Emilia-Romagna","Bologna",""
"2015-07-14","2015-07-14","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL TRASPORTO AEREO","Aereo","PERSONALE DIPENDENTE DELL'AEROPORTO DI BOLOGNA (SOCC. SAB, MARCONI HANDLING, AVIATION SERVICES, AVIAPARTNER E SERVIZI INTEGRATI)","8 ORE: DALLE 10.00 ALLE 18.00","Aziendale","2015-06-08","2015-06-08 15:38:00","Emilia-Romagna","Bologna",""
"2015-07-17","2015-07-17","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAISA-CISAL","Trasporto pubblico locale","PERSONALE MOBILE SOC. TPER DI BOLOGNA","4 ORE: DALLE 12.01 ALLE 16.00","Aziendale","2015-07-07","2015-07-07 16:07:00","Emilia-Romagna","Bologna",""
"2015-10-05","2015-10-05","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAISA-CISAL","Trasporto pubblico locale","PERSONALE MOBILE SOC. TPER DI BOLOGNA","24 ORE","Aziendale","2015-07-27","2015-07-27 13:42:00","Emilia-Romagna","Bologna",""
"2015-10-05","2015-10-05","OSP USB LAVORO PRIVATO","Trasporto pubblico locale","PERSONALE FERROVIARIO DELLA SOC. TPER DI BOLOGNA","4 ORE: DALLE 10.00 ALLE 14.00","Aziendale","2015-09-22","2015-09-22 22:42:00","Emilia-Romagna","Bologna",""
"2015-11-09","2015-11-09","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAISA-CISAL","Trasporto pubblico locale","PERSONALE MOBILE SOC. TPER DI BOLOGNA","24 ORE","Aziendale","2015-10-08","2015-10-08 09:33:00","Emilia-Romagna","Bologna",""
"2015-12-14","2015-12-14","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL-AF/FAST/ORSA","Ferroviario","PERSONALE MANUTENZIONE INFRASTRUTTURA SOC. RFI DELLA DTP DI BOLOGNA","INTERA PRESTAZIONE GIORNALIERA DIURNA","Aziendale","2015-11-12","2015-11-12 14:56:00","Emilia-Romagna","Bologna",""
"2016-02-11","2016-02-12","OSR FILT-CGIL/UILT-UIL/UGL-AF/ORSA/FAST","Ferroviario","PERSONALE MANUTENZIONE INFRASTRUTTURA SOC. RFI DELLA DTP DI BOLOGNA","24 ORE: DALLE 21.00 DELL'11/2 ALLE 21.00 DEL 12/2","Aziendale","2016-02-19","2016-02-19 12:31:00","Emilia-Romagna","Bologna",""
"2016-06-24","2016-06-24","OSP USB LAVORO PRIVATO","Trasporto pubblico locale","PERSONALE AUTOMOBILISTICO SOC. TPER DEI BACINI DI BOLOGNA E FERRARA","4 ORE: DALLE 10.00 ALLE 14.00","Aziendale","2016-06-09","2016-06-09 18:54:00","Emilia-Romagna","Bologna",""
"2016-07-15","2016-07-15","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL-TA","Aereo","PERSONALE APPALTI SOC. ALPINA SERVICE OPERANTE PRESSO L'AEROPORTO MARCONI DI BOLOGNA","4 ORE: DALLE 13.00 ALLE 17.00","Aziendale","2016-07-01","2016-07-03 09:14:00","Emilia-Romagna","Bologna",""
"2016-07-23","2016-07-23","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL-TA","Aereo","PERSONALE APPALTI SOC. ALPINA SERVICE OPERANTE PRESSO L'AEROPORTO MARCONI DI BOLOGNA","4 ORE: DALLE 11.00 ALLE 15.00","Aziendale","2016-07-08","2016-07-08 18:04:00","Emilia-Romagna","Bologna",""
"2016-09-11","2016-09-11","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL-AF/FAST","Ferroviario","PERSONALE MOBILE (PDM E PDB) SOC. TRENITALIA DELLA DIVISIONE PASSEGGERI LONG HAUL IMPIANTO IESU DI BOLOGNA","8 ORE: DALLE 9.01 ALLE 17.00","Aziendale","2016-07-19","2016-07-19 16:18:00","Emilia-Romagna","Bologna",""
"2016-12-13","2016-12-13","OST FILT-CGIL/FIT-CISL/UILT-UIL/FAISA-CISAL/UGL AUTOFERROTRANVIERI","Trasporto pubblico locale","PERSONALE SODC. TPER DI BOLOGNA","4 ORE: DALLE 10.30 ALLE 14.30","Aziendale","2016-11-22","2016-11-22 12:40:00","Emilia-Romagna","Bologna","ESCLUSA DIVISIONE FERROVIARIA E SOSTA"
"2017-01-14","2017-01-14","OST FILT-CGIL/FIT-CISL/UILT-UIL/FAISA-CISAL/UGL AUTOFERROTRANVIERI","Trasporto pubblico locale","PERSONALE SOC. TPER DI BOLOGNA","24 ORE","Aziendale","2016-12-13","2016-12-13 16:24:00","Emilia-Romagna","Bologna","ESCLUSA DIVISIONE FERROVIARIA"
"2017-01-17","2017-01-17","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL-AF/FAST","Ferroviario","PERSONALE SOC. TRENITALIA DIVISIONE PASSEGGERI LONG HAUL IMPIANTO EQUIPAGGI SERVIZIO UNIVERSALE BOLOGNA","8 ORE: DALLE 9.01 ALLE 17.00","Aziendale","2016-12-16","2016-12-16 16:26:00","Emilia-Romagna","Bologna",""
"2017-01-17","2017-01-17","OSR ORSA FERROVIE","Ferroviario","PERSONALE SOC. TRENITALIA DIVISIONE PASSEGGERI LONG HAUL IMPIANTO EQUIPAGGI SERVIZIO UNIVERSALE BOLOGNA","8 ORE: DALLE 9.01 ALLE 17.00","Aziendale","2016-12-19","2017-01-05 13:03:00","Emilia-Romagna","Bologna",""
"2017-02-23","2017-02-23","OSR FILT-CGIL/FIT-CISL/UILT-UIL","Aereo","PERSONALE APPALTI SOC. ALPINA SERVICE OPERANTE PRESSO L'AEROPORTO MARCONI DI BOLOGNA","4 ORE: DALLE 14.00 ALLE 18.00","Aziendale","2017-01-27","2017-01-27 16:31:00","Emilia-Romagna","Bologna",""
"2017-02-23","2017-02-23","OSP FILT-CGIL/FIT-CISL/UILT-UIL/UGL-TA/USB LP","Aereo","PERSONALE SOC. AVIATION SERVICE DELL'AEROPORTO DI BOLOGNA","4 ORE: DALLE 14.00 ALLE 18.00","Aziendale","2017-02-08","2017-02-08 16:43:00","Emilia-Romagna","Bologna",""
"2017-04-03","2017-04-03","OSR FILT-CGIL/FIT-CISL/UILT-UIL","Aereo","PERSONALE SOCC. ALPINA SERVICE E AVIATION SERVICES AEROPORTO MARCONI DI BOLOGNA","8 ORE: DALLE 14.00 ALLE 22.00","Aziendale","2017-03-14","2017-03-14 13:20:00","Emilia-Romagna","Bologna","BLOCCO DELLO STRAORDINARIO DALLE 00.01 DEL 3/4 ALLE 23.59 DEL 7/4 PERSONALE SOC. ALPINA SERVICE"
"2017-05-01","2017-05-01","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL-TA","Aereo","PERSONALE SOC. AVIATION SERVICES AEROPORTO MARCONI DI BOLOGNA","24 ORE: DALLE 00.01 ALLE 23.59","Aziendale","2017-04-13","2017-04-13 12:33:00","Emilia-Romagna","Bologna","BLOCCO DELLO STRAORDINARIO DALLE 00.01 DELL'1/5 ALLE 23.59 DEL 7/5 "
"2017-05-12","2017-05-12","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL-TA","Aereo","PERSONALE SOC. AVIATION SERVICE DELL'AEROPORTO DI BOLOGNA","24 ORE: DALLE 00.01 ALLE 23.59","Aziendale","2017-04-20","2017-04-20 19:39:00","Emilia-Romagna","Bologna",""
"2017-11-21","2017-11-21","OSR SGB","Aereo","PERSONALE SOC. AdB - AEROPORTO MARCONI DI BOLOGNA","4 ORE: DALLE 13.00 ALLE 17.00","Locale","2017-11-09","2017-11-09 13:27:00","Emilia-Romagna","Bologna",""
"2018-04-27","2018-04-27","OST USB LAVORO PRIVATO","Aereo","PERSONALE SOCC. PULITORI E AFFINI E MIORELLI SERVICE APPALTO PULIZIE AEROPORTO MARCONI DI BOLOGNA","INTERA GIORNATA","Aziendale","2018-04-16","2018-05-11 10:37:00","Emilia-Romagna","Bologna",""
"2018-05-11","2018-05-11","OST USB LAVORO PRIVATO","Aereo","PERSONALE SOCC. PULITORI E AFFINI E MIORELLI SERVICE APPALTO PULIZIE AEROPORTO MARCONI DI BOLOGNA","4 ORE: DALLE 11.00 ALLE 15.00","Aziendale","2018-04-26","2018-05-11 10:44:00","Emilia-Romagna","Bologna",""
"2018-06-08","2018-06-08","OSP SGB","Aereo","PERSONALE SOC. GH BOLOGNA - AEROPORTO DI BOLOGNA","4 ORE: DALLE 13.00 ALLE 17.00","Aziendale","2018-05-27","2018-05-27 10:36:00","Emilia-Romagna","Bologna",""
"2018-06-30","2018-06-30","OSR SGB","Trasporto pubblico locale","PERSONALE DIPARTIMENTO SOSTA DELLA SOC. TPER DI BOLOGNA","INTERA GIORNATA","Aziendale","2018-06-26","2018-07-02 13:44:00","Emilia-Romagna","Bologna",""
"2018-07-21","2018-07-21","OSP SGB","Aereo","PERSONALE SOC. GH BOLOGNA - AEROPORTO DI BOLOGNA","24 ORE: DALLE 00.01 ALLE 24.00","Aziendale","2018-07-08","2018-07-08 13:04:00","Emilia-Romagna","Bologna",""
"2018-07-27","2018-07-27","OSR SGB","Trasporto pubblico locale","PERSONALE SOC. TPER DELLA PROVINCIA DI BOLOGNA","4 ORE: DALLE 11.00 ALLE 15.00","Aziendale","2018-07-12","2018-07-12 12:53:00","Emilia-Romagna","Bologna",""
"2018-09-28","2018-09-28","OSR SGB","Aereo","PERSONALE SOC. GH BOLOGNA - AEROPORTO DI BOLOGNA","4 ORE: DALLE 10.00 ALLE 14.00","Aziendale","2018-09-16","2018-09-17 10:03:00","Emilia-Romagna","Bologna",""
"2018-10-26","2018-10-26","OSR SGB","Aereo","PERSONALE SOC. GH BOLOGNA OPERANTE PRESSO L'AEROPORTO DI BOLOGNA","24 ORE: DALLE 00.01 ALLE 24.00","Aziendale","2018-10-12","2018-10-12 14:02:00","Emilia-Romagna","Bologna",""
"2018-10-26","2018-10-26","OSR SGB","Aereo","PERSONALE SOC. AVIAPARTNER  OPERANTE PRESSO L'AEROPORTO DI BOLOGNA","4 ORE: DALLE 10.00 ALLE 14.00","Aziendale","2018-10-12","2018-10-12 16:55:00","Emilia-Romagna","Bologna",""
"2018-12-07","2018-12-07","OSR SGB","Trasporto pubblico locale","PERSONALE SOC. TPER DELLA PROVINCIA DI BOLOGNA","INTERA GIORNATA","Aziendale","2018-11-22","2018-11-22 17:32:00","Emilia-Romagna","Bologna",""
"2018-12-03","2018-12-03","OSR SGB","Trasporto pubblico locale","PERSONALE SOC. TPER DELLA PROVINCIA DI BOLOGNA","INTERA GIORNATA","Aziendale","2018-11-23","2018-11-23 17:44:00","Emilia-Romagna","Bologna",""
